jobID,Real,Guess,Calc,pFound,len
59244,33.0,10.16,10.0,0.39,18
59286,62.0,32.72,104.0,0.3,96
31157,9.0,29.12,19.0,0.26,19
48855,38.5,11.68,1.0,0.32,19
59319,2.0,39.92,6.0,0.33,6
48812,22.0,14.96,46.17,0.1,21
59392,23.0,53.6,62.0,0.67,27
59421,9.5,20.96,5.0,0.22,18
59503,30.0,35.04,27.0,0.33,40
59516,2.0,10.56,3.0,0.0,3
54005,48.0,59.28,28.5,0.2,30
59548,5.0,10.72,10.0,0.75,4
59606,8.0,13.04,23.0,0.1,31
59614,11.5,10.56,10.0,0.0,7
28064,740.5,247.76,270.0,0.23,230
59653,30.5,10.56,1.0,0.0,2
58489,16.0,156.24,75.0,0.24,59
59683,227.5,209.6,31.5,0.39,114
40876,30.5,20.88,30.5,0.2,41
59735,22.0,51.84,22.5,0.08,24
59742,9.0,10.56,13.5,0.0,9
59744,4.0,10.56,22.0,0.0,2
59750,10.5,22.64,8.5,0.11,19
44638,54.0,46.48,39.0,0.31,68
59772,11.0,24.16,73.65,0.52,21
59798,10.0,13.04,9.0,0.06,16
59799,184.0,123.92,102.0,0.25,228
59812,2.5,10.4,1.0,0.08,12
44548,271.5,111.2,134.5,0.27,70
59832,29.0,10.56,20.0,0.0,1
59859,46.8,18.56,50.0,0.09,11
43181,29.0,14.32,22.46,0.29,48
59875,66.5,10.56,1.0,0.0,17
59877,3.5,10.72,46.15,0.5,12
45083,14.5,509.44,208.0,0.29,24
59878,1.0,10.56,15.59,0.0,2
59904,28.0,32.88,30.0,0.43,42
59981,8.5,14.0,7.5,0.07,15
60055,4.0,10.56,3.0,0.0,2
47460,4.0,11.68,3.0,0.05,22
43955,37.0,10.16,19.5,0.54,26
34227,21.0,15.6,220.0,0.75,12
60201,4.0,10.4,4.0,0.5,2
47858,17.0,18.56,49.0,0.71,17
47737,4.0,9.92,25.5,0.5,4
38573,36.0,23.2,48.0,0.26,47
13434,94.5,98.16,80.65,0.3,61
55897,55.5,15.2,33.0,0.04,46
60374,7.5,9.84,8.0,0.25,16
28254,122.0,16.24,100.0,0.67,3
60383,3.0,10.56,20.0,0.0,7
60447,231.5,30.48,70.0,0.1,39
44823,41.0,31.28,25.0,0.37,41
55451,9.0,19.12,9.0,0.26,19
39068,66.5,95.76,149.3,0.55,20
60470,8.0,18.48,6.0,0.5,6
60478,29.5,64.4,53.0,0.35,74
46276,258.5,40.24,56.0,0.1,91
60569,3.5,13.36,2.0,0.33,6
45745,170.0,158.0,103.0,0.25,142
60616,8.0,10.16,8.0,0.14,14
60622,2.0,10.56,266.62,0.0,6
37417,26.5,10.56,21.0,0.0,9
60661,95.5,68.24,22.0,0.33,75
60663,2.5,10.24,15.0,0.29,7
60706,15.5,13.04,42.0,0.06,17
45349,104.5,26.8,25.0,0.18,88
60726,24.0,38.56,3.0,0.24,74
60793,8.0,14.0,45.0,0.11,9
60804,2.0,10.56,15.0,0.0,6
48645,112.5,29.76,93.0,0.5,30
46650,18.0,63.04,11.5,0.22,27
60786,125.5,150.88,42.0,0.28,132
39357,4.0,10.56,35.0,0.0,9
60936,4.0,10.56,3.0,0.0,8
45292,29.0,15.6,16.0,0.26,23
60989,7.5,10.56,30.0,0.14,14
49468,138.5,53.36,31.0,0.11,135
46286,13.0,9.76,69.5,0.4,5
16492,263.0,24.72,331.5,0.08,26
61072,3.5,10.56,2.0,0.0,2
53277,4.0,10.56,5.0,0.0,3
61093,3.0,13.68,6.0,0.2,5
47656,39.0,71.12,22.0,0.25,60
60252,29.5,28.48,15.0,0.22,37
61139,210.0,162.96,106.0,0.04,94
48987,37.5,22.64,203.8,0.57,21
50003,50.5,137.2,61.5,0.34,50
61177,6.0,11.28,3.0,0.14,7
44596,2.0,11.68,2.5,0.12,8
48371,185.5,26.4,46.0,0.2,70
45394,20.0,24.88,5.0,0.14,51
61281,12.0,16.32,6.0,0.43,28
61306,7.5,12.4,5.0,0.06,18
61325,25.0,55.52,30.0,0.34,68
46843,86.5,41.52,27.0,0.22,120
61402,47.0,37.6,114.0,0.18,83
61427,179.5,77.12,180.0,0.09,47
26268,8.5,10.56,20.5,0.0,1
26184,510.5,53.44,886.0,0.53,74
61487,53.0,51.6,94.0,0.37,43
61505,11.0,67.36,51.0,0.58,43
61509,3.5,17.92,9.5,0.67,9
61551,6.0,10.88,3.5,0.11,9
59690,16.0,9.76,39.0,0.36,14
61577,4.0,11.12,9.0,0.12,8
61622,52.5,37.76,35.0,0.28,29
61639,1.0,10.56,3.5,0.0,1
44927,6.5,10.56,7.5,0.0,9
47005,7.5,10.56,9.0,0.0,7
61723,10.0,12.56,11.04,0.42,19
61740,2.0,10.56,15.0,0.0,2
61765,11.0,15.52,34.0,0.15,20
61779,6.0,10.56,2.5,0.0,5
61840,4.0,13.04,3.0,0.67,3
46959,22.0,14.88,20.0,0.11,28
61867,105.3,80.24,158.5,0.57,23
61927,33.5,11.12,20.0,0.3,40
61961,7.5,11.68,63.0,0.04,24
47407,16.0,12.32,50.0,0.09,11
8236,3.0,61.76,94.5,0.77,13
62056,34.5,16.64,20.92,0.35,37
44768,374.0,371.04,626.5,0.25,267
62155,12.0,10.56,10.0,0.0,2
45983,6.0,12.32,17.0,0.17,6
62164,57.0,31.28,26.0,0.18,51
62200,4.5,10.8,5.0,0.1,10
61454,40.5,11.84,2.0,0.06,53
62283,30.0,64.88,80.0,0.39,46
62336,1.5,11.68,2.5,0.33,3
62349,5.0,10.56,7.5,0.0,8
62351,24.5,10.56,5.0,0.0,1
62486,9.0,25.44,165.0,0.42,36
56196,57.5,53.2,41.0,0.15,86
61613,10.0,10.56,1.5,0.0,7
62034,2.5,10.56,1.0,0.0,1
62573,14.0,10.56,6.0,0.0,12
62580,4.5,10.56,3.0,0.28,18
62655,2.5,13.04,3.0,0.5,2
62727,3.0,13.04,3.0,0.29,7
62765,7.5,10.56,20.0,0.0,2
62795,6.5,10.16,6.0,0.5,12
62810,55.0,17.04,13.5,0.2,30
62710,3.5,10.64,2.0,0.25,4
62813,19.5,9.84,7.5,0.06,32
62854,4.0,10.56,2.0,0.0,5
62873,45.0,67.52,1.0,0.56,68
62887,64.0,37.2,8.5,0.38,24
34571,54.5,48.32,69.0,0.28,36
62897,1.5,14.0,2.0,0.2,5
62976,4.0,10.56,3.0,0.0,2
61856,3.0,18.32,6.0,0.12,8
63033,14.5,12.32,18.0,0.25,4
63074,19.0,15.76,15.0,0.1,20
49129,23.0,30.64,37.5,0.19,62
63165,10.0,13.04,5.0,0.17,6
30958,41.5,43.2,48.0,0.39,98
63208,12.5,9.6,35.0,0.33,15
45432,1.5,10.56,1.5,0.0,1
63309,3.5,10.56,3.0,0.0,4
63337,39.5,66.96,54.0,0.46,35
63339,25.0,12.32,28.0,0.09,34
63392,18.0,10.56,16.0,0.0,9
63432,10.0,20.4,6.5,0.23,31
63440,4.0,10.56,4.0,0.0,5
63616,1.5,10.56,1.5,0.0,1
48272,8.0,10.32,40.0,0.2,5
61959,27.5,16.4,37.0,0.24,33
63751,32.0,18.88,32.69,0.16,55
63752,29.0,9.76,15.3,0.05,38
63757,3.0,10.56,1.5,0.0,1
63842,49.5,132.96,61.5,0.49,43
61312,27.5,12.16,12.0,0.21,14
63873,11.0,13.04,8.0,0.57,7
63880,8.0,10.56,3.0,0.0,4
63886,11.0,11.36,8.0,0.9,20
63942,12.0,10.56,11.0,0.0,1
63944,67.0,11.68,19.0,0.05,21
63946,9.0,10.88,5.0,0.12,8
62532,51.5,58.24,45.0,0.27,113
63948,14.0,13.2,15.0,0.1,30
30336,24.5,60.8,26.0,0.23,66
38741,123.5,21.68,100.0,0.5,20
64053,17.0,8.16,3.0,0.32,22
64073,29.0,55.92,41.0,0.35,68
64106,53.0,41.52,44.0,0.09,55
64201,38.5,10.24,47.0,0.17,6
64205,2.0,10.56,1.0,0.0,2
64209,49.5,50.64,144.15,0.52,29
64234,25.5,36.64,22.5,0.27,33
49208,725.05,32.8,629.83,0.19,31
62829,16.5,10.56,15.0,0.0,10
64311,4.0,10.56,6.5,0.0,11
64328,5.0,10.56,3.0,0.0,6
63771,6.0,10.56,2.0,0.0,3
64369,29.0,21.76,45.0,0.27,86
64439,11.5,10.56,4.0,0.0,21
49224,13.0,19.12,11.0,0.67,3
64510,5.0,10.16,6.0,0.75,4
64548,9.5,17.28,7.0,0.31,26
64589,12.5,9.12,10.0,0.33,15
64641,106.0,10.56,50.0,0.0,1
64656,9.0,13.04,6.0,0.17,6
47681,185.0,24.88,35.0,0.21,53
39702,8.5,10.56,3.0,0.0,7
64783,30.5,20.4,16.0,0.12,40
49260,14.5,9.44,16.32,0.15,33
50369,38.0,22.4,30.0,0.64,22
49264,18.5,13.76,25.0,0.44,16
12577,17.5,16.4,11.5,0.29,28
64950,7.5,10.56,7.5,0.0,3
64954,8.0,10.4,5.0,0.07,14
46955,39.5,43.44,6.0,0.21,28
58096,39.5,50.16,8.0,0.26,54
27243,6.0,10.56,7.5,0.0,5
65033,3.0,10.56,0.05,0.0,8
65038,10.5,20.88,9.0,0.4,15
49289,28.0,16.88,20.5,0.24,21
65230,11.0,18.16,20.0,0.07,27
46624,499.5,798.32,384.0,0.4,175
65243,2.5,10.56,4.0,0.0,5
65252,62.0,72.96,73.0,0.36,102
65255,5.0,10.56,3.0,0.0,3
65441,6.0,14.4,33.0,0.33,6
65464,7.0,10.88,5.0,0.12,8
61222,297.25,26.08,347.0,0.53,40
65522,9.0,11.92,29.5,0.42,12
64121,31.5,44.48,24.0,0.22,59
65525,7.0,23.04,7.5,0.1,10
65529,1.5,10.56,35.0,0.0,1
49323,2.5,11.2,2.5,0.5,2
65569,9.0,14.88,8.0,0.08,12
60178,61.5,38.08,15.0,0.15,68
65304,5.0,10.56,3.0,0.0,4
65589,2.0,11.04,1.15,0.33,3
65593,5.0,10.56,4.0,0.0,14
65596,10.0,10.56,8.0,0.0,3
65640,3.0,11.68,2.5,0.07,14
65653,6.0,13.2,13.0,0.5,2
65685,86.5,30.88,113.0,0.27,44
65688,197.5,13.04,25.0,0.1,10
65738,0.5,10.56,3.0,0.0,1
64410,15.0,17.52,8.0,0.05,19
65799,26.0,47.52,96.0,0.3,33
65825,11.0,18.8,11.0,0.25,4
65851,1.0,10.64,7.5,0.06,18
65909,9.0,23.52,7.0,0.27,30
65943,6.5,12.32,7.5,0.33,3
66015,17.5,11.76,2.0,0.79,24
66037,54.5,10.56,50.0,0.0,1
66039,10.0,10.56,10.0,0.0,16
66052,3.0,10.56,3.0,0.0,8
66064,10.0,10.56,9.0,0.0,3
66069,15.5,56.24,70.0,0.44,55
66120,71.0,76.24,81.65,0.26,110
66200,8.0,30.64,3.0,0.17,18
66203,48.0,42.96,50.0,0.24,58
66229,7.0,9.92,3.0,0.15,13
65128,49.5,65.28,25.0,0.19,90
66324,3.5,14.48,4.0,0.27,11
66336,26.5,20.24,19.0,0.13,52
64491,15.0,10.64,12.0,0.14,7
66421,5.5,11.04,4.0,0.07,14
66439,2.0,10.56,3.0,0.0,6
66474,8.0,16.48,4.0,0.38,16
66497,31.5,10.56,14.0,0.0,11
65797,10.0,13.04,8.0,0.33,3
66651,20.0,25.36,13.0,0.54,35
66666,7.0,10.56,26.0,0.0,5
66675,31.5,26.8,25.0,0.38,42
66280,6.0,10.56,3.0,0.0,7
66733,5.0,10.56,7.5,0.0,6
66770,142.5,50.16,92.0,0.2,147
62469,7.5,20.16,50.5,0.55,11
49431,12.5,10.0,8.0,0.14,14
66861,7.0,10.48,4.0,0.22,18
66866,1.0,10.56,2.0,0.0,1
66911,4.0,10.64,3.4,0.38,21
66946,11.0,15.68,2.5,0.11,9
66951,43.0,12.0,50.0,0.38,42
66977,12.0,13.04,6.0,0.04,25
66988,36.5,12.32,25.84,0.33,33
67042,11.5,14.56,10.5,0.17,6
64188,12.0,20.32,9.0,0.27,33
49452,5.5,21.2,7.5,0.08,13
67117,110.0,63.36,91.5,0.38,74
67162,1.0,10.56,4.0,0.0,1
66465,41.5,10.88,32.0,0.13,38
67354,28.0,51.6,15.0,0.42,59
67371,5.0,12.32,24.0,0.12,8
67377,12.0,12.32,15.0,0.25,4
67396,3.0,10.56,1.5,0.0,6
67637,6.5,10.56,4.0,0.0,12
67649,25.5,28.8,30.0,0.46,48
61154,72.5,19.52,2.0,0.09,11
67418,9.0,14.08,4.0,0.13,15
67737,2.0,10.56,2.0,0.0,2
22441,101.5,75.92,61.65,0.45,67
47228,45.0,53.52,45.0,0.3,57
67967,19.0,19.36,20.0,0.13,38
32594,5.0,10.8,3.0,0.14,7
68003,1.5,10.56,7.5,0.0,1
49543,3.5,11.2,2.5,0.17,6
68118,13.0,70.4,162.0,0.69,26
68119,6.5,67.36,156.0,0.68,22
68121,4.0,10.56,1.0,0.0,9
53783,284.5,281.84,163.0,0.41,107
68148,2.0,10.56,4.1,0.0,2
39194,207.0,301.36,20.0,0.23,235
68298,5.0,10.56,21.0,0.33,6
49559,46.0,13.68,74.0,0.04,46
48284,13.0,13.12,20.0,0.25,8
68401,37.5,74.96,30.0,0.25,55
68419,77.0,40.8,92.0,0.23,13
68433,3.0,10.56,1.1,0.0,8
68455,3.5,10.56,1.0,0.0,14
68460,3.5,10.56,2.0,0.0,1
67566,4.5,10.56,3.0,0.0,4
37925,1.5,10.56,52.0,0.0,2
56917,13.5,33.6,7.5,0.14,22
68494,7.0,10.56,5.5,0.0,8
68616,120.5,53.2,127.5,0.05,61
68647,2.0,12.24,4.0,0.14,7
49594,51.0,47.84,40.0,0.28,47
68602,15.5,23.44,7.5,0.19,21
48189,20.5,30.96,17.0,0.52,31
68861,2.0,10.56,5.14,0.0,7
68884,119.0,144.0,300.0,0.16,19
68896,1.0,10.56,0.6,0.0,4
68944,45.0,52.0,225.0,0.45,20
65973,8.5,10.56,5.0,0.0,12
43358,2.5,9.04,15.0,0.24,17
62346,7.5,10.64,1.0,0.12,8
67962,15.5,10.56,7.5,0.0,2
68189,8.0,12.72,5.0,0.07,28
68072,5.5,14.88,2.5,0.11,18
69039,2.0,10.56,12.0,0.0,2
47405,162.5,171.36,30.0,0.38,121
69104,1.0,10.56,1.0,0.0,4
38498,16.5,10.56,66.0,0.0,2
46396,2.0,10.56,3.0,0.0,8
69278,8.0,10.56,3.0,0.0,8
69311,1.0,10.56,1.0,0.0,11
47143,18.5,13.04,14.0,0.08,25
69417,13.5,12.32,10.0,0.33,3
69463,1.0,9.92,6.0,0.14,14
69466,69.0,15.6,146.0,0.31,45
43353,30.0,26.56,27.0,0.38,45
27393,44.0,58.72,40.0,0.38,78
69655,36.5,12.88,35.0,0.18,28
49667,15.5,15.52,15.0,0.1,21
69698,28.5,23.76,30.0,0.62,24
69746,42.5,10.56,24.0,0.0,1
69753,15.0,10.56,12.0,0.0,4
49677,23.0,59.84,55.0,0.23,30
69856,10.0,10.32,5.0,0.22,23
69887,62.5,10.64,60.0,0.12,8
69968,20.0,16.16,35.5,0.71,7
49701,20.0,19.68,53.0,0.31,26
70103,12.5,15.68,7.5,0.36,22
70198,17.5,13.92,15.0,0.25,12
70212,13.0,10.8,6.0,0.09,11
41469,1265.5,481.84,1123.5,0.1,181
48204,1.0,10.56,1.0,0.0,7
70319,7.0,10.56,2.5,0.0,7
70377,37.5,24.56,34.22,0.38,24
70407,2.0,10.56,3.0,0.0,4
70421,5.0,10.56,5.0,0.0,3
70434,3.0,10.56,2.05,0.0,2
70436,4.5,10.56,8.25,0.0,5
70499,79.5,37.2,50.0,0.07,61
70527,12.0,10.56,7.54,0.0,7
48971,2.0,10.56,7.5,0.0,3
47651,5.0,15.04,4.0,0.25,20
70543,20.0,10.56,3.25,0.0,5
70574,1.5,10.56,2.0,0.0,1
49746,23.5,10.56,23.0,0.0,7
70621,62.0,148.48,40.0,0.46,71
70646,25.5,28.32,56.0,0.16,44
70690,10.0,32.56,285.0,0.07,14
70666,19.0,10.56,0.75,0.0,11
70737,24.5,11.52,2.0,0.06,18
70742,22.0,19.84,17.74,0.31,55
69339,13.0,10.56,1.0,0.0,9
70784,15.0,10.56,34.0,0.0,1
49763,20.5,15.68,15.0,0.12,32
70795,329.5,269.84,240.0,0.03,117
70842,11.0,14.96,10.0,0.31,16
70883,2.5,10.56,2.5,0.0,6
17678,1.0,10.56,4.0,0.0,2
54942,20.0,17.28,14.0,0.09,44
70937,123.0,125.84,50.0,0.46,57
70980,3.0,10.56,0.75,0.0,9
70989,68.5,56.32,25.0,0.05,81
71050,5.5,21.28,1.0,0.17,6
71084,54.0,15.84,15.0,0.22,41
71098,3.0,10.16,2.5,0.09,11
71168,5.5,10.56,1.5,0.0,7
71172,19.0,10.56,39.5,0.0,7
71224,1.0,10.56,1.0,0.0,3
71243,7.0,10.56,2.0,0.0,1
68678,11.0,11.68,7.5,0.48,21
71280,1.0,10.56,3.0,0.0,4
71314,4.0,10.56,0.25,0.0,5
71378,3.0,10.56,3.0,0.0,4
71379,5.5,10.56,3.85,0.0,3
71409,14.0,10.56,3.9,0.0,1
71435,18.0,37.36,10.0,0.36,44
71438,12.0,9.36,15.0,0.4,10
71439,12.0,25.6,8.0,0.16,32
71501,368.0,45.76,390.0,0.18,220
71519,7.5,10.56,5.65,0.0,3
71557,2.0,12.32,2.75,0.07,30
46855,3.0,10.56,3.0,0.0,4
71584,4.0,10.56,1.0,0.0,2
71628,4.5,24.72,3.0,0.22,9
71644,31.0,10.08,22.58,0.22,51
71699,14.0,12.88,10.0,0.43,7
71708,19.0,10.0,15.0,0.12,25
71712,8.0,24.72,5.5,0.1,21
71742,2.0,10.56,5.0,0.0,1
71746,6.5,10.56,6.0,0.0,6
71796,9.0,15.76,9.0,0.15,13
71830,3.5,13.2,3.0,0.5,4
71870,14.0,10.8,30.0,0.16,19
71873,7.0,18.16,15.0,0.33,6
71874,21.5,11.68,70.0,0.03,30
71917,3.0,10.56,5.74,0.0,7
71925,28.5,10.16,52.5,0.1,10
71933,1.0,10.56,1.0,0.0,10
72040,4.0,10.56,1.0,0.0,8
72052,20.5,42.88,4.99,0.12,8
72082,4.0,10.56,4.0,0.0,2
72088,4.0,12.88,7.5,1.0,2
72109,7.5,10.56,1.25,0.0,1
72112,44.5,89.92,40.0,0.28,75
72139,6.0,10.56,4.0,0.0,14
71920,1.0,10.56,31.0,0.0,1
72189,0.5,10.56,60.0,0.0,2
72198,3.0,10.56,30.74,0.0,4
72232,7.5,10.56,12.4,0.0,3
71558,3.0,10.56,5.0,0.0,5
72015,4.5,10.56,62.0,0.0,1
72237,2.0,10.56,2.0,0.0,4
72244,5.0,48.48,1.0,0.57,28
72265,27.0,35.76,35.0,0.4,35
72269,1.0,10.56,1.0,0.0,8
72291,15.0,10.56,1.0,0.0,7
72293,3.0,10.56,4.0,0.0,3
72297,2.5,14.0,3.0,0.2,5
72395,13.5,10.56,20.0,0.0,6
72406,2.0,14.0,1.5,0.33,3
72414,1.0,10.56,1.0,0.0,1
72528,39.5,46.64,40.15,0.35,63
72535,33.0,40.96,31.0,0.32,60
72557,7.5,10.56,1.0,0.0,6
72580,5.0,32.56,1.0,0.14,7
72605,10.0,13.36,1.0,0.29,17
72620,2.0,10.56,2.6,0.0,7
72624,44.0,10.56,40.0,0.0,14
49909,77.0,202.4,153.0,0.49,118
72660,798.5,1381.44,385.0,0.34,191
72700,1.0,10.56,4.41,0.0,1
72713,43.5,27.12,23.0,0.4,5
72726,4.5,10.56,1.0,0.0,3
72763,3.5,10.96,3.05,0.14,7
72780,20.0,10.56,12.0,0.0,7
63529,5.0,10.56,41.0,0.0,1
72853,40.5,38.8,40.0,0.05,73
72857,17.0,12.56,15.0,0.5,8
72863,8.5,10.56,5.03,0.0,1
72874,6.5,29.68,5.3,0.2,20
72879,5.0,10.56,2.8,0.0,3
72886,53.0,31.28,37.5,0.27,44
72961,5.5,10.48,9.3,0.25,4
72965,40.0,32.32,45.0,0.09,34
72974,7.0,10.56,0.55,0.0,7
72752,12.0,12.32,10.0,0.1,10
72997,25.0,10.56,16.0,0.0,12
73033,1.0,10.56,1.0,0.0,4
73035,5.0,12.32,4.0,0.14,7
71966,2.0,12.32,1.5,0.25,4
73052,4.0,10.56,1.3,0.0,5
73055,74.0,99.84,82.65,0.48,44
73084,19.5,26.4,42.0,0.2,66
73096,2.0,10.56,0.5,0.0,6
73102,7.5,13.04,3.1,0.2,5
73178,28.0,10.56,77.0,0.0,7
73243,29.0,9.44,17.0,0.16,25
73284,15.0,10.56,15.0,0.0,2
73285,38.0,22.48,156.45,0.02,45
73298,8.0,10.56,25.0,0.0,4
45820,65.5,56.48,38.5,0.22,115
49960,11.0,21.36,11.5,0.1,21
67751,28.0,35.44,45.0,0.22,49
73424,2.0,10.56,0.5,0.0,7
73437,3.0,10.56,0.5,0.0,1
73467,7.5,24.4,36.22,0.67,3
73105,2.0,10.56,3.0,0.0,8
73522,1.0,10.56,1.25,0.0,3
73530,4.0,71.44,180.0,0.61,36
73531,7.5,16.32,48.22,0.43,7
69358,40.0,27.12,1.0,0.24,25
73606,21.0,9.28,63.0,0.69,16
73616,8.5,10.56,47.0,0.0,7
73725,7.5,10.56,12.0,0.0,3
73735,7.5,21.68,36.22,0.4,5
73745,15.0,19.04,36.22,0.5,4
73758,5.0,10.56,17.55,0.0,5
73789,37.0,15.84,57.5,0.22,18
73794,1.0,10.56,73.19,0.0,3
73830,8.5,8.8,8.5,0.23,22
73836,7.5,24.32,36.22,0.6,5
72089,115.5,26.96,22.5,0.18,170
73868,9.0,10.56,2.05,0.0,5
73885,2.5,10.56,4.0,0.0,5
73909,9.0,13.84,15.0,0.55,20
73928,7.5,17.92,36.22,0.5,4
73989,8.5,10.56,0.5,0.0,8
74004,7.0,10.56,48.22,0.0,4
74005,8.5,10.56,0.5,0.0,4
73875,17.5,10.56,23.0,0.0,1
72759,5.5,10.32,32.0,0.08,13
