jobID,Real,Guess,Calc,pFound,len
63842,49.5,62.77,61.5,0.49,43
61312,27.5,7.28,12.0,0.21,14
63873,11.0,14.7,8.0,0.57,7
63880,8.0,1.64,3.0,0.0,4
63886,11.0,41.36,8.0,0.9,20
63942,12.0,1.64,11.0,0.0,1
63944,67.0,2.37,19.0,0.05,21
63946,9.0,2.69,5.0,0.12,8
62532,51.5,92.24,45.0,0.27,113
63948,14.0,6.75,15.0,0.1,30
30336,24.5,52.42,26.0,0.23,66
38741,123.5,32.58,100.0,0.5,20
64053,17.0,12.11,3.0,0.32,22
64073,29.0,87.5,41.0,0.35,68
64106,53.0,5.28,44.0,0.07,55
64201,38.5,4.15,47.0,0.17,6
64205,2.0,1.64,1.0,0.0,2
64209,49.5,38.23,144.15,0.52,29
64234,25.5,29.71,22.5,0.27,33
49208,725.05,1.47,629.83,0.1,31
62829,16.5,1.64,15.0,0.0,10
64311,4.0,1.64,6.5,0.0,11
64328,5.0,1.64,3.0,0.0,6
63771,6.0,1.64,2.0,0.0,3
64369,29.0,95.62,45.0,0.27,86
64439,11.5,1.64,4.0,0.0,21
49224,13.0,4.3,11.0,0.33,3
64510,5.0,6.11,6.0,0.75,4
64548,9.5,15.17,7.0,0.27,26
64589,12.5,16.36,10.0,0.33,15
64641,106.0,1.64,50.0,0.0,1
64656,9.0,3.3,6.0,0.17,6
47681,185.0,50.85,35.0,0.21,53
39702,8.5,1.64,3.0,0.0,7
64783,30.5,7.93,16.0,0.12,40
49260,14.5,6.95,16.32,0.15,33
50369,38.0,11.6,30.0,0.5,22
49264,18.5,13.27,25.0,0.44,16
12577,17.5,46.12,11.5,0.29,28
64950,7.5,1.64,7.5,0.0,3
64954,8.0,2.53,5.0,0.07,14
46955,39.5,9.81,6.0,0.21,28
58096,39.5,16.99,8.0,0.26,54
27243,6.0,1.64,7.5,0.0,5
65033,3.0,1.64,0.05,0.0,8
65038,10.5,20.14,9.0,0.4,15
49289,28.0,36.17,20.5,0.24,21
65230,11.0,5.05,20.0,0.07,27
46624,499.5,102.69,384.0,0.29,175
65243,2.5,1.64,4.0,0.0,5
65252,62.0,144.33,73.0,0.36,102
65255,5.0,1.64,3.0,0.0,3
65441,6.0,8.82,33.0,0.33,6
65464,7.0,2.54,5.0,0.12,8
61222,297.25,102.6,347.0,0.53,40
65522,9.0,15.6,29.5,0.42,12
64121,31.5,57.14,24.0,0.22,59
65525,7.0,3.82,7.5,0.1,10
65529,1.5,1.64,35.0,0.0,1
49323,2.5,2.17,2.5,0.5,2
65569,9.0,1.72,8.0,0.08,12
60178,61.5,23.96,15.0,0.15,68
65304,5.0,1.64,3.0,0.0,4
65589,2.0,2.67,1.15,0.33,3
65593,5.0,1.64,4.0,0.0,14
65596,10.0,1.64,8.0,0.0,3
65640,3.0,2.44,2.5,0.07,14
65653,6.0,2.71,13.0,0.5,2
65685,86.5,58.04,113.0,0.27,44
65688,197.5,3.3,25.0,0.1,10
65738,0.5,1.64,3.0,0.0,1
64410,15.0,2.6,8.0,0.05,19
65799,26.0,50.68,96.0,0.3,33
65825,11.0,1.64,11.0,0.0,4
65851,1.0,1.79,7.5,0.06,18
65909,9.0,23.49,7.0,0.27,30
65943,6.5,3.04,7.5,0.33,3
66015,17.5,43.2,2.0,0.79,24
66037,54.5,1.64,50.0,0.0,1
66039,10.0,1.64,10.0,0.0,16
66052,3.0,1.64,3.0,0.0,8
66064,10.0,1.64,9.0,0.0,3
66069,15.5,82.44,70.0,0.44,55
66120,71.0,74.57,81.65,0.23,110
66200,8.0,7.35,3.0,0.17,18
66203,48.0,58.66,50.0,0.24,58
66229,7.0,5.67,3.0,0.15,13
65128,49.5,35.3,25.0,0.19,90
66324,3.5,5.39,4.0,0.27,11
66336,26.5,25.69,19.0,0.13,52
64491,15.0,1.79,12.0,0.14,7
66421,5.5,2.69,4.0,0.07,14
66439,2.0,1.64,3.0,0.0,6
66474,8.0,10.92,4.0,0.38,16
66497,31.5,1.64,14.0,0.0,11
65797,10.0,3.3,8.0,0.33,3
66651,20.0,44.98,13.0,0.54,35
66666,7.0,1.64,26.0,0.0,5
66675,31.5,39.24,25.0,0.38,42
66280,6.0,1.64,3.0,0.0,7
66733,5.0,1.64,7.5,0.0,6
66770,142.5,69.22,92.0,0.2,147
62469,7.5,26.77,50.5,0.55,11
49431,12.5,4.32,8.0,0.14,14
66861,7.0,6.43,4.0,0.22,18
66866,1.0,1.64,2.0,0.0,1
66911,4.0,19.21,3.4,0.38,21
66946,11.0,1.64,2.5,0.0,9
66951,43.0,32.36,50.0,0.38,42
66977,12.0,3.3,6.0,0.04,25
66988,36.5,27.69,25.84,0.33,33
67042,11.5,2.71,10.5,0.17,6
64188,12.0,13.32,9.0,0.24,33
49452,5.5,2.55,7.5,0.08,13
67117,110.0,97.24,91.5,0.38,74
67162,1.0,1.64,4.0,0.0,1
66465,41.5,18.17,32.0,0.13,38
67354,28.0,80.72,15.0,0.42,59
67371,5.0,3.04,24.0,0.12,8
67377,12.0,3.04,15.0,0.25,4
67396,3.0,1.64,1.5,0.0,6
67637,6.5,1.64,4.0,0.0,12
67649,25.5,60.44,30.0,0.46,48
61154,72.5,0.73,2.0,0.09,11
67418,9.0,4.45,4.0,0.13,15
67737,2.0,1.64,2.0,0.0,2
22441,101.5,76.37,61.65,0.43,67
47228,45.0,46.05,45.0,0.3,57
67967,19.0,6.43,20.0,0.13,38
32594,5.0,2.36,3.0,0.14,7
68003,1.5,1.64,7.5,0.0,1
49543,3.5,2.17,2.5,0.17,6
68118,13.0,33.66,162.0,0.69,26
68119,6.5,28.47,156.0,0.68,22
68121,4.0,1.64,1.0,0.0,9
53783,284.5,196.77,163.0,0.4,107
68148,2.0,1.64,4.1,0.0,2
39194,207.0,382.64,20.0,0.23,235
68298,5.0,4.33,21.0,0.33,6
49559,46.0,3.71,74.0,0.04,46
48284,13.0,3.83,20.0,0.25,8
68401,37.5,65.77,30.0,0.24,55
68419,77.0,0.0,92.0,0.15,13
68433,3.0,1.64,1.1,0.0,8
68455,3.5,1.64,1.0,0.0,14
68460,3.5,1.64,2.0,0.0,1
67566,4.5,1.64,3.0,0.0,4
37925,1.5,1.64,52.0,0.0,2
56917,13.5,15.18,7.5,0.14,22
68494,7.0,1.64,5.5,0.0,8
68616,120.5,0.0,127.5,0.05,61
68647,2.0,1.64,4.0,0.0,7
49594,51.0,60.28,40.0,0.28,47
68602,15.5,5.68,7.5,0.19,21
48189,20.5,31.22,17.0,0.48,31
68861,2.0,1.64,5.14,0.0,7
68884,119.0,5.01,300.0,0.16,19
68896,1.0,1.64,0.6,0.0,4
68944,45.0,5.32,225.0,0.45,20
65973,8.5,1.64,5.0,0.0,12
43358,2.5,10.23,15.0,0.24,17
62346,7.5,3.26,1.0,0.12,8
67962,15.5,1.64,7.5,0.0,2
68189,8.0,0.7,5.0,0.07,28
68072,5.5,8.04,2.5,0.11,18
69039,2.0,1.64,12.0,0.0,2
47405,162.5,150.66,30.0,0.38,121
69104,1.0,1.64,1.0,0.0,4
38498,16.5,1.64,66.0,0.0,2
46396,2.0,1.64,3.0,0.0,8
69278,8.0,1.64,3.0,0.0,8
69311,1.0,1.64,1.0,0.0,11
47143,18.5,4.09,14.0,0.08,25
69417,13.5,3.04,10.0,0.33,3
69463,1.0,4.76,6.0,0.14,14
69466,69.0,47.41,146.0,0.31,45
43353,30.0,39.87,27.0,0.38,45
27393,44.0,92.81,40.0,0.37,78
69655,36.5,7.27,35.0,0.18,28
49667,15.5,2.72,15.0,0.1,21
69698,28.5,30.37,30.0,0.62,24
69746,42.5,1.64,24.0,0.0,1
69753,15.0,1.64,12.0,0.0,4
49677,23.0,37.3,55.0,0.23,30
69856,10.0,8.23,5.0,0.22,23
69887,62.5,2.17,60.0,0.12,8
69968,20.0,15.06,35.5,0.71,7
49701,20.0,10.8,53.0,0.31,26
70103,12.5,24.37,7.5,0.36,22
70198,17.5,5.83,15.0,0.25,12
70212,13.0,2.36,6.0,0.09,11
41469,1265.5,0.0,1123.5,0.06,181
48204,1.0,1.64,1.0,0.0,7
70319,7.0,1.64,2.5,0.0,7
70377,37.5,27.65,34.22,0.38,24
70407,2.0,1.64,3.0,0.0,4
70421,5.0,1.64,5.0,0.0,3
70434,3.0,1.64,2.05,0.0,2
70436,4.5,1.64,8.25,0.0,5
70499,79.5,5.15,50.0,0.07,61
70527,12.0,1.64,7.54,0.0,7
48971,2.0,1.64,7.5,0.0,3
47651,5.0,7.46,4.0,0.25,20
70543,20.0,1.64,3.25,0.0,5
70574,1.5,1.64,2.0,0.0,1
49746,23.5,1.64,23.0,0.0,7
70621,62.0,156.76,40.0,0.45,71
70646,25.5,7.19,56.0,0.16,44
70690,10.0,2.73,285.0,0.07,14
70666,19.0,1.64,0.75,0.0,11
70737,24.5,2.66,2.0,0.06,18
70742,22.0,42.49,17.74,0.31,55
69339,13.0,1.64,1.0,0.0,9
70784,15.0,1.64,34.0,0.0,1
49763,20.5,7.11,15.0,0.09,32
70795,329.5,0.0,240.0,0.03,117
70842,11.0,9.03,10.0,0.31,16
70883,2.5,1.64,2.5,0.0,6
17678,1.0,1.64,4.0,0.0,2
54942,20.0,2.67,14.0,0.09,44
70937,123.0,94.53,50.0,0.46,57
70980,3.0,1.64,0.75,0.0,9
70989,68.5,6.2,25.0,0.05,81
71050,5.5,2.72,1.0,0.17,6
71084,54.0,29.79,15.0,0.22,41
71098,3.0,2.61,2.5,0.09,11
71168,5.5,1.64,1.5,0.0,7
71172,19.0,1.64,39.5,0.0,7
71224,1.0,1.64,1.0,0.0,3
71243,7.0,1.64,2.0,0.0,1
68678,11.0,25.4,7.5,0.48,21
71280,1.0,1.64,3.0,0.0,4
71314,4.0,1.64,0.25,0.0,5
71378,3.0,1.64,3.0,0.0,4
71379,5.5,1.64,3.85,0.0,3
71409,14.0,1.64,3.9,0.0,1
71435,18.0,64.82,10.0,0.36,44
71438,12.0,6.75,15.0,0.4,10
71439,12.0,12.4,8.0,0.12,32
71501,368.0,140.78,390.0,0.18,220
71519,7.5,1.64,5.65,0.0,3
71557,2.0,4.95,2.75,0.03,30
46855,3.0,1.64,3.0,0.0,4
71584,4.0,1.64,1.0,0.0,2
71628,4.5,5.22,3.0,0.22,9
71644,31.0,21.75,22.58,0.22,51
71699,14.0,8.04,10.0,0.43,7
71708,19.0,7.65,15.0,0.12,25
71712,8.0,5.22,5.5,0.1,21
71742,2.0,1.64,5.0,0.0,1
71746,6.5,1.64,6.0,0.0,6
71796,9.0,5.7,9.0,0.15,13
71830,3.5,4.02,3.0,0.5,4
71870,14.0,8.46,30.0,0.16,19
71873,7.0,7.77,15.0,0.33,6
71874,21.5,2.37,70.0,0.03,30
71917,3.0,1.64,5.74,0.0,7
71925,28.5,3.03,52.5,0.1,10
71933,1.0,1.64,1.0,0.0,10
72040,4.0,1.64,1.0,0.0,8
72052,20.5,2.75,4.99,0.12,8
72082,4.0,1.64,4.0,0.0,2
72088,4.0,7.17,7.5,1.0,2
72109,7.5,1.64,1.25,0.0,1
72112,44.5,54.07,40.0,0.28,75
72139,6.0,1.64,4.0,0.0,14
71920,1.0,1.64,31.0,0.0,1
72189,0.5,1.64,60.0,0.0,2
72198,3.0,1.64,30.74,0.0,4
72232,7.5,1.64,12.4,0.0,3
71558,3.0,1.64,5.0,0.0,5
72015,4.5,1.64,62.0,0.0,1
72237,2.0,1.64,2.0,0.0,4
72244,5.0,45.37,1.0,0.57,28
72265,27.0,47.75,35.0,0.4,35
72269,1.0,1.64,1.0,0.0,8
72291,15.0,1.64,1.0,0.0,7
72293,3.0,1.64,4.0,0.0,3
72297,2.5,4.3,3.0,0.2,5
72395,13.5,1.64,20.0,0.0,6
72406,2.0,4.3,1.5,0.33,3
72414,1.0,1.64,1.0,0.0,1
72528,39.5,64.31,40.15,0.35,63
72535,33.0,61.15,31.0,0.32,60
72557,7.5,1.64,1.0,0.0,6
72580,5.0,2.73,1.0,0.14,7
72605,10.0,15.14,1.0,0.29,17
72620,2.0,1.64,2.6,0.0,7
72624,44.0,1.64,40.0,0.0,14
49909,77.0,229.76,153.0,0.48,118
72660,798.5,956.75,385.0,0.33,191
72700,1.0,1.64,4.41,0.0,1
72713,43.5,2.36,23.0,0.4,5
72726,4.5,1.64,1.0,0.0,3
72763,3.5,5.03,3.05,0.14,7
72780,20.0,1.64,12.0,0.0,7
63529,5.0,1.64,41.0,0.0,1
72853,40.5,6.1,40.0,0.05,73
72857,17.0,17.22,15.0,0.5,8
72863,8.5,1.64,5.03,0.0,1
72874,6.5,8.54,5.3,0.2,20
72879,5.0,1.64,2.8,0.0,3
72886,53.0,24.34,37.5,0.27,44
72961,5.5,2.7,9.3,0.25,4
72965,40.0,1.55,45.0,0.03,34
72974,7.0,1.64,0.55,0.0,7
72752,12.0,3.04,10.0,0.1,10
72997,25.0,1.64,16.0,0.0,12
73033,1.0,1.64,1.0,0.0,4
73035,5.0,3.04,4.0,0.14,7
71966,2.0,3.04,1.5,0.25,4
73052,4.0,1.64,1.3,0.0,5
73055,74.0,75.08,82.65,0.48,44
73084,19.5,41.78,42.0,0.2,66
73096,2.0,1.64,0.5,0.0,6
73102,7.5,3.3,3.1,0.2,5
73178,28.0,1.64,77.0,0.0,7
73243,29.0,5.8,17.0,0.16,25
73284,15.0,1.64,15.0,0.0,2
73285,38.0,2.53,156.45,0.02,45
73298,8.0,1.64,25.0,0.0,4
45820,65.5,55.87,38.5,0.22,115
49960,11.0,1.3,11.5,0.1,21
67751,28.0,24.47,45.0,0.22,49
73424,2.0,1.64,0.5,0.0,7
73437,3.0,1.64,0.5,0.0,1
73467,7.5,12.2,36.22,0.67,3
73105,2.0,1.64,3.0,0.0,8
73522,1.0,1.64,1.25,0.0,3
73530,4.0,78.84,180.0,0.61,36
73531,7.5,8.4,48.22,0.43,7
69358,40.0,30.2,1.0,0.24,25
73606,21.0,20.41,63.0,0.69,16
73616,8.5,1.64,47.0,0.0,7
73725,7.5,1.64,12.0,0.0,3
73735,7.5,9.44,36.22,0.4,5
73745,15.0,6.63,36.22,0.5,4
73758,5.0,1.64,17.55,0.0,5
73789,37.0,22.98,57.5,0.22,18
73794,1.0,1.64,73.19,0.0,3
73830,8.5,10.06,8.5,0.23,22
73836,7.5,13.31,36.22,0.6,5
72089,115.5,65.42,22.5,0.18,170
73868,9.0,1.64,2.05,0.0,5
73885,2.5,1.64,4.0,0.0,5
73909,9.0,21.17,15.0,0.25,20
73928,7.5,5.51,36.22,0.5,4
73989,8.5,1.64,0.5,0.0,8
74004,7.0,1.64,48.22,0.0,4
74005,8.5,1.64,0.5,0.0,4
73875,17.5,1.64,23.0,0.0,1
72759,5.5,2.68,32.0,0.08,13
